ID,Titre,Scenario,Reference_Regle,Application_Regle,Commentaires,Image,URL
101,A vessel aground - shapes,Type of vessel: Vessel aground Time of the day: Daytime,Rule 30 (Anchored vessels and vessels aground),"In accordance with Rule 30 (d) (Anchored vessels and vessels aground), a vessel aground shall exhibit, where they can best be seen: (ii) three balls in a vertical line.",,scenario_101.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=101
102,A vessel under 12 m aground - shapes,Type of vessel: Vessel of less than 12 m in length aground Time of the day: Daytime,Rule 30 (Anchored vessels and vessels aground),"In accordance with Rule 30 (f) (Anchored vessels and vessels aground), a vessel of less than 12 m in length, when aground, shall not be required to exhibit the shapes prescribed in Rule 30 (d) (ii) (Anchored vessels and vessels aground).",,scenario_102.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=102
103,A vessel under 50 m aground - lights,Type of vessel: Vessel of less than 50 m aground Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 30 (Anchored vessels and vessels aground),"In accordance with Rule 30 (d) (Anchored vessels and vessels aground), a vessel aground shall exhibit the lights prescribed in Rule 30 (b) (Anchored vessels and vessels aground) and in addition, where they can best be seen: (i) two all-round red lights in a vertical line.","A vessel aground of less than 50 m in length shall exhibit: - an all-round white light, where it can best be seen; - two all-round red lights in a vertical line, where they can best be seen.",scenario_103.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=103
104,A vessel over 50 m aground - lights,Type of vessel: Vessel of more than 50 m in length aground Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 30 (Anchored vessels and vessels aground),"In accordance with Rule 30 (d) (Anchored vessels and vessels aground), a vessel aground shall exhibit the lights prescribed in Rule 30 (a) (Anchored vessels and vessels aground) and in addition, where they can best be seen: (i) two all-round red lights in a vertical line.","A vessel aground of more than 50 m in length shall exhibit: - in the fore part, an all-round white light; - at or near the stern and at a lower level that the light in the fore part, an all-round white light; - two all-round red lights in a vertical line, where they can best be seen.",scenario_104.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=104
113,Vessels are meeting on reciprocal courses,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is meeting vessel B on reciprocal courses so as to involve risk of collision Vessel A has vessel B right ahead (relative bearing 000°),Rule 14 (Head-on situation),"In accordance with Rule 14 (b) (Head-on situation), head-on situation shall be deemed to exist when a vessel (vessel A) sees the other (vessel B) ahead and by night she could see the masthead lights of the other in a line and/or both sidelights and by day she observes the corresponding aspect of the other vessel. In accordance with Rule 14 (c) (Head-on situation), when a vessel is in any doubt as to whether such a situation exists she shall assume that it does exist and act accordingly.",,scenario_113.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=113
114,Vessels are meeting on nearly reciprocal courses (vessel A has vessel B on STBD bow),Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is meeting vessel B on nearly reciprocal courses so as to involve risk of collision Vessel A has vessel B nearly ahead on STBD bow,Rule 14 (Head-on situation),"In accordance with Rule 14 (b) (Head-on situation), head-on situation shall be deemed to exist when a vessel (vessel A) sees the other (vessel B) nearly ahead and by night she could see the masthead lights of the other nearly in a line and/or both sidelights and by day she observes the corresponding aspect of the other vessel. In accordance with Rule 14 (c) (Head-on situation), when a vessel is in any doubt as to whether such a situation exists she shall assume that it does exist and act accordingly.",,scenario_114.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=114
115,Exhibiting lights from sunset to sunrise,Visibility: Good Time of the day: From sunset to sunrise,Rule 20 (Application),"In accordance with Rule 20 (b) (Application), the rules concerning lights shall be complied with from sunset to sunrise, and during such times no other lights shall be exhibited, except such lights as cannot be mistaken for the lights specified in these Rules or do not impair their visibility or distinctive character, or interfere with the keeping of a proper look-out . In accordance with Rule 20 (e) (Application), the lights specified in these Rules shall comply with the provisions of Annex 1 to these Regulations.",,scenario_115.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=115
116,Exhibiting shapes during the daytime,Time of the day: Daytime,Rule 20 (Application),"In accordance with Rule 20 (d) (Application), the rules concerning shapes shall be complied with by day.","Daytime means from sunrise to sunset. In accordance with Rule 20 (e) (Application), shapes specified in these Rules shall comply with the provisions of Annex 1 to these Regulations.",scenario_116.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=116
117,Exhibiting lights in restricted visibility,Visibility: Restricted Time of the day: From sunrise to sunset,Rule 20 (Application),"In accordance with Rule 20 (c) (Application), the lights prescribed by these Rules shall, if carried, also be exhibited from sunrise to sunset inrestricted visibility and may be exhibited in all other circumstances when it is deemed necessary. In accordance with Rule 20 (e) (Application), the lights specified in these Rules shall comply with the provisions of Annex 1 to these Regulations.",,scenario_117.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=117
122,The additional signals apply to a vessel engaged in fishing in close proximity to other vessels engaged in fishing,Type of vessel: Vessel engaged in fishing in close proximity to other vessels engaged in fishing,Rule 26 (Fishing vessels),"In accordance with Rule 26 (a) (Fishing vessels), a vessel engaged in fishing , whether underway or at anchor, shall exhibit only the lights and shapes prescribed in Rule 26 (Fishing vessels). In accordance with Rule 26 (d) (Fishing vessels), a vessel engaged in fishing in close proximity to other vessel engaged in fishing may exhibit the additional signals described in Annex II to these Regulations.",,,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=122
123,Fishing vessel not engaged in fishing,Type of vessel: Fishing vessel not engaged in fishing,Rule 26 (Fishing vessels),"In accordance with Rule 26 (e) (Fishing vessels), a vessel when not engaged in fishing shall not exhibit the lights or shapes prescribed in Rule 26 (Fishing vessels), but only those prescribed for a vessel of her length.",,,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=123
125,Sound signals and supplemental light signals when altering course to starboard,"Vessel A: Power-driven vessel underway , when manoeuvring Vessels are in sight of one another",Rule 34 (Manoeuvring and warning signals),"In accordance with Rule 34 (a) (Manoeuvring and warning signals), a vessel altering its course to starboard (vessel A) shall indicate that manoeuvre by one short blast on her whistle . In accordance with Rule 34 (b)(i) (Manoeuvring and warning signals), a vessel altering its course to starboard (vessel A) may supplement the whistle signals prescribed in Rule 34 (a) (Manoeuvring and warning signals) by light signals and indicate that manoeuvre by one flash. In accordance with Rule 34 (b)(ii) (Manoeuvring and warning signals), the duration of flash shall be about one second and the interval between successive signals shall be not less that ten seconds. In accordance with Rule 34 (b)(iii) (Manoeuvring and warning signals), the light used for this signal shall, if fitted, be an all-round white light, visible at a minimum range of 5 miles, and shall comply with the provisions of Annex I to these Regulations. In accordance with Rule 34 (f) (Manoeuvring and warning signals), if whistles are fitted on a vessel at a distance apart of more than 100 m, one whistle only shall be used for giving manoeuvring and warning signals.",,scenario_125.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=125
